,Erros,URL
0,1,www.ksc.nasa.gov
1,1,wais://wais.oit.unc.edu:210/recipes
2,1,http://www.ksc.nasa.gov:80/shuttle/countdown/
3,1,http://www.ksc.nasa.gov
4,1,htbin/cdt_clock.pl
